"PH","Turbidity"
"5,728,823,779,303,800","4,412,173,550,093,760"
"10,486,808,416,025,600","3,804,352,132,029,540"
"37,921,257,317,804,000","462,068,558,556,552"
"571,625,135,415,621","3,433,135,384,725,810"
"","4,536,122,682,223,920"
"5,473,603,398,247,980","49,578,222,414,352,000"
"","511,386,970,579,597"
"6,770,926,884,040,840","4,910,533,820,344,200"
"6,043,360,083,711,820","474,524,751,697,268"
"","30,938,144,500,611,700"
"6,320,427,822,952,780","4,553,380,742,681,590"
"9,185,417,502,207,790","4,186,674,617,804,830"
"8,684,778,671,525,310","38,773,491,849,022,096"
"7,961,721,463,165,570","22,869,434,947,281,500"
"5,484,151,253,504,950","4,438,858,459,911,640"
"7,186,931,122,348,110","4,275,645,348,013,280"
"5,470,802,484,400,140","2,962,852,429,032,910"
"","3,843,405,195,850,600"
"9,792,727,768,555,450","3,729,120,401,580,510"
"3,637,170,625,355,800","5,446,565,702,616,760"
"706,478,908,142,805","44,016,278,345,277,296"
"6,632,031,568,588,180","33,862,942,904,685,000"
"5,913,956,687,853,420","5,648,605,948,542,040"
"9,484,703,254,003,290","413,227,423,789,269"
"8,447,404,488,438,130","5,218,307,110,261,470"
"7,727,421,140,658,740","4,601,802,090,002,820"
"6,859,323,725,529,020","4,501,980,014,505,440"
"5,846,786,697,496,670","33,711,108,808,269,800"
"630,000,176,658,891","37,094,371,813,849,400"
"664,646,992,248,928","4,387,601,741,834,640"
"731,344,675,557,596","22,206,399,231,442,300"
"6,572,656,388,857,350","28,209,272,493,496,200"
"6,002,414,611,941,970","4,315,308,015,041,460"
"","3,624,635,249,622,650"
"593,605,710,996,818","3,940,282,339,037,940"
"7,591,089,848,316,610","4,531,196,012,957,700"
"6,875,746,152,392,150","3,397,302,571,603,790"
"8,016,279,103,360,870","4,308,222,881,195,550"
"8,783,596,632,026,190","34,708,854,235,987,800"
"6,911,698,241,358,010","4,616,641,008,449,850"
"871,924,020,683,575","39,128,360,365,833,400"
"59,745,832,484,802,600","3,721,974,696,238,980"
"44,293,787,345,323,400","4,271,167,637,481,610"
"","38,408,887,616,175,504"
"","319,012,777,090,997"
"8,215,123,506,909,460","4,511,384,048,876,480"
"7,828,740,104,752,370","5,199,446,635,796,840"
"7,949,964,794,513,210","33,171,524,499,122,000"
"6,114,332,051,439,620","3,680,409,990,337,340"
"","4,516,869,764,126,980"
"7,139,428,272,590,950","37,715,964,921,482,704"
"","4,314,495,017,031,870"
"796,852,586,987,492","3,173,879,163,212,590"
"6,635,894,308,187,560","4,523,236,865,678,150"
"6,394,548,022,914,300","3,042,496,817,945,840"
"6,280,978,206,755,160","4,599,432,013,730,150"
"7,992,026,977,293,400","4,647,095,594,485,680"
"5,068,795,502,073,680","4,362,085,653,052,900"
"","34,994,530,742,113,900"
"8,151,248,961,954,650","27,998,833,209,288,100"
"7,582,941,676,733,980","4,164,028,619,351,940"
"5,344,116,870,389,690","4,104,698,560,797,160"
"78,719,614,027,508,304","29,385,362,871,000,700"
"53,270,235,340,963,296","485,582,125,104,602"
"1,055,027,327,313,620","39,513,044,626,049,200"
"","3,068,919,236,981,340"
"7,471,026,670,171,200","37,079,740,799,650,600"
"79,438,824,771,547,600","4,111,691,344,532,810"
"2,690,831,240,408,810","4,650,033,779,162,520"
"913,569,425,989,131","3,281,802,195,770,610"
"52,140,091,940,446,600","4,453,525,556,196,590"
"864,953,494,696,306","5,229,809,192,531,620"
"7,756,678,950,252,440","28,424,707,084,630,200"
"71,042,952,035,253,000","5,464,856,803,369,500"
"5,363,362,645,369,770","3,871,372,488,778,940"
"6,582,499,747,201,650","4,152,014,126,960,150"
"6,810,466,516,571,180","4,402,339,512,540,900"
"","23,729,247,217,580,500"
"5,574,116,594,512,440","5,152,527,697,942,880"
"8,555,283,422,607,030","3,687,152,067,632,290"
"44,834,027,609,353,800","2,203,840,523,502,360"
"37,830,436,384,114,400","44,022,441,460,051,600"
"7,138,374,316,854,360","4,144,872,250,700,280"
"","32,101,680,887,198,500"
"7,912,361,028,113,820","2,878,515,630,522,540"
"","4,217,743,744,931,680"
"9,128,357,757,690,480","3,762,222,688,560,580"
"5,271,971,377,729,750","4,119,436,474,929,040"
"646,509,352,906,692","37,905,236,931,827,800"
"824,518,659,646,861","4,125,731,794,026,830"
"","35,020,815,041,262,300"
"6,704,791,892,183,700","3,806,596,292,463,480"
"6,430,254,785,956,540","4,805,791,533,619,510"
"748,279,127,635,069","40,947,462,863,733,504"
"5,504,452,320,660,900","4,657,360,934,464,800"
"7,521,920,636,411,110","3,110,932,391,139,890"
"","45,593,366,423,943,104"
"8,522,567,732,718,080","33,582,844,048,860,400"
"569,447,554,633,745","4,107,467,119,295,050"
"6,934,503,590,060,880","3,875,238,036,589,960"
"6,115,180,039,114,610","36,908,618,596,006,304"
"8,575,673,021,827,990","3,506,229,064,263,770"
"5,689,142,987,663,640","4,592,979,951,091,300"
"","40,593,774,038,942,200"
"7,226,127,199,808,890","415,355,890,079,017"
"7,197,795,991,543,300","38,440,132,867,950,496"
"384,681,432,776,782","35,842,019,158,558,900"
"5,896,339,345,911,830","50,328,549,210,101,696"
"","3,572,343,821,947,970"
"8,326,349,854,410,440","4,395,284,862,710,220"
"6,891,561,654,773,660","35,619,625,718,994,800"
"5,548,124,946,933,230","4,599,235,865,233,290"
"","4,316,063,250,218,270"
"53,866,379,619,568,096","432,090,017,506,474"
"72,625,346,516,330,592","4,846,359,371,825,780"
"62,570,857,911,396,600","39,947,136,966,926,304"
"7,025,504,334,993","29,415,551,228,145,400"
"6,584,839,333,204,740","39,199,545,693,265,696"
"6,565,633,547,125,030","27,709,484,970,749,200"
"6,622,102,936,480,840","52,909,207,163,820,800"
"7,217,392,780,568,970","37,466,198,236,682,096"
"5,253,907,429,487,340","3,488,372,513,803,500"
"8,131,375,233,569,000","35,428,107,484,612,500"
"661,977,546,022,829","4,086,920,566,839,480"
"","3,293,552,630,526,700"
"6,217,255,306,949,020","2,081,425,020,190,480"
"5,019,984,766,789,210","4,089,485,428,098,200"
"6,907,379,614,971,780","14,961,009,425,719,800"
"63,131,147,318,719,200","4,126,964,595,932,530"
"","4,397,533,101,212,230"
"7,293,929,250,131,240","4,403,250,064,507,210"
"6,630,363,820,304,990","34,905,875,728,160,600"
"8,015,780,395,152,740","31,805,801,865,505,600"
"4,249,890,379,403,840","4,116,347,641,066,600"
"4,265,269,639,731,990","49,004,460,690,541,400"
"9,266,840,595,087,140","4,330,049,468,785,830"
"9,619,456,625,659,460","31,731,997,673,200,000"
"7,086,877,325,565,760","39,928,482,109,344,096"
"3,433,874,059,145,080","4,104,938,403,453,940"
"8,436,759,028,788,970","24,999,101,346,874,200"
"12,246,928,068,519,700","3,533,243,424,589,720"
"7,343,031,939,773,170","5,288,057,553,828,610"
"4,616,438,934,449,230","26,343,410,214,254,500"
"8,307,462,969,006,550","4,625,729,241,507,730"
"4,909,640,554,437,280","5,345,323,940,025,490"
"77,091,063,598,640,400","4,235,108,119,828,690"
"","3,206,995,482,747,460"
"7,818,274,839,301,500","33,292,431,658,507,200"
"8,207,458,912,656,820","4,151,865,853,005,890"
"6,958,534,137,481,000","4,194,600,000,110,380"
"","4,297,913,885,824,020"
"4,349,439,999,351,710","4,442,711,502,259,790"
"6,629,985,035,787,510","253,449,947,794,664"
"8,969,697,389,596,340","3,983,098,817,989,860"
"6,771,050,289,732,030","32,448,668,321,310,600"
"6,724,639,342,026,930","29,214,147,722,618,300"
"","34,396,233,538,018,800"
"6,967,270,763,874,330","32,724,707,390,406,100"
"","32,328,721,157,393,700"
"7,053,116,739,303,240","5,671,998,849,860,180"
"7,755,154,226,534,810","2,728,799,591,724,230"
"8,580,008,559,294,860","3,195,591,056,480,890"
"6,901,710,202,557,180","30,356,705,967,120,100"
"7,814,250,246,965,270","410,466,196,258,988"
"5,918,953,546,438,130","4,265,547,138,587,620"
"702,129,530,579,393","3,675,557,955,645,050"
"","4,893,750,991,721,550"
"8,132,736,965,065,670","29,694,339,207,381,200"
"6,057,068,041,253,530","43,717,478,538,333,504"
"5,343,075,102,966,480","4,240,031,707,717,550"
"","5,444,927,203,736,900"
"5,742,533,062,882,010","4,272,202,758,106,120"
"6,584,813,111,444,320","4,404,132,196,402,700"
"8,070,477,126,886,100","305,579,047,450,667"
"6,652,824,347,726,770","3,661,529,274,018,260"
"5,506,061,504,313,130","277,890,595,094,447"
"","24,325,072,099,122,900"
"6,441,766,486,400,100","3,682,134,341,416,010"
"","4,894,842,462,723,420"
"8,248,703,054,410,820","35,405,320,044,112,200"
"25,692,435,620,279,100","5,506,934,431,690,960"
"5,664,845,758,430,070","35,702,904,563,752,700"
"8,999,498,939,207,150","36,950,840,554,277,600"
"5,588,537,190,733,870","4,373,998,580,206,610"
"6,265,637,343,836,680","3,266,028,668,813,290"
"6,922,041,828,080,880","424,294,721,566,937"
"807,261,240,298,569","5,082,206,246,764,560"
"882,809,437,489,545","37,933,176,861,966,400"
"8,647,454,007,366,980","36,241,006,590,024,496"
"74,755,369,016,992,800","4,015,574,262,293,530"
"1,153,488,049,111,760","300,009,623,919,435"
"6,453,064,802,576,980","3,440,858,801,932,280"
"819,221,015,591,042","34,892,830,784,252,800"
"724,770,098,178,392","33,199,526,784,805,600"
"7,893,131,972,748,390","3,302,211,725,136,640"
"6,164,449,535,585,490","34,464,011,943,430,900"
"79,373,922,001,148,704","4,270,851,150,129,200"
"828,112,065,517,672","36,879,950,644,168,304"
"4,906,491,592,988,370","3,152,344,905,007,150"
"8,143,483,376,311,860","2,572,830,422,704,590"
"5,117,913,529,014,620","38,067,004,922,123,600"
"6,449,070,008,905,470","3,331,549,948,055,920"
"5,613,562,647,017,460","3,465,088,675,725,580"
"57,542,129,677,350,800","59,202,339,147,387,400"
"6,906,574,998,425,870","32,827,495,033,578,300"
"6,336,267,097,401,380","37,457,248,858,316,096"
"8,121,253,675,568,500","4,428,311,682,671,340"
"","2,909,606,161,949,610"
"8,935,115,926,023,160","5,168,297,807,945,800"
"6,452,780,750,232,390","3,425,065,096,273,410"
"8,458,814,661,984,780","350,770,853,604,351"
"6,930,082,548,200,620","414,941,370,966,986"
"6,255,070,000,817,660","41,941,998,735,696,096"
"56,698,187,738,947,800","5,600,458,570,901,240"
"7,945,407,486,586,080","5,428,916,724,171,890"
"74,998,442,319,528,704","4,454,476,672,661,550"
"46,955,161,408,056,200","4,641,738,490,616,040"
"6,710,633,528,014,900","38,632,869,089,931,104"
"9,502,856,746,233,920","4,237,345,251,715,110"
"4,405,327,146,952,350","4,086,867,244,525,160"
"6,810,344,849,129,390","4,115,695,843,709,350"
"6,983,133,113,060,960","4,426,982,544,371,990"
"6,968,131,312,926,190","3,030,823,583,308,670"
"576,255,224,970,805","29,065,892,123,963,100"
"8,397,248,095,971,370","28,357,942,842,945,400"
"8,828,326,657,522,400","3,052,822,147,979,240"
"939,584,220,217,389","35,304,983,249,278,600"
"7,593,176,933,452,910","354,209,264,375,375"
"5,149,133,288,190,240","4,839,176,157,668,720"
"4,916,740,541,260,800","3,613,212,411,606,130"
"","4,174,568,875,723,490"
"73,712,898,766,050,592","4,084,696,775,133,460"
"8,278,752,740,755,200","4,767,722,384,161,320"
"10,202,971,547,604,700","32,709,037,528,479,600"
"4,562,156,482,672,160","4,822,883,763,716,860"
"","3,893,925,990,895,260"
"5,202,672,012,815,980","39,279,805,758,489,696"
"914,973,392,673,672","5,436,819,303,585,550"
"7,615,556,979,306,120","42,431,337,337,783,904"
"7,813,067,624,946,340","4,713,719,499,272,780"
"7,721,032,687,967,830","4,168,487,101,902,510"
"9,056,244,707,341,860","3,319,353,736,685,140"
"8,082,657,125,491,430","52,471,301,485,472,400"
"5,848,667,070,247,960","4,874,534,245,985,100"
"8,470,545,998,692,100","29,358,019,953,242,700"
"9,228,581,629,853,330","38,391,854,004,736,600"
"8,170,588,044,761,530","39,958,570,491,966,704"
"6,381,977,105,096,420","4,991,895,990,063,800"
"6,989,813,770,294,970","4,808,582,691,098,530"
"10,378,108,203,556,500","3,577,447,459,649,980"
"","35,681,965,996,986,500"
"35,908,223,640,059,900","4,144,780,872,709,730"
"7,388,518,502,791,950","4,409,053,528,240,360"
"6,966,835,167,879,630","29,574,410,713,545,600"
"6,703,486,853,784,560","4,223,883,710,835,090"
"71,396,712,562,776,096","3,151,388,595,083,390"
"6,648,793,010,019,950","5,138,047,828,184,830"
"","4,170,075,590,262,240"
"7,940,713,224,453,510","29,901,508,910,892,100"
"8,228,563,824,612,490","27,819,441,082,828,600"
"866,569,208,287,077","3,494,032,184,477,460"
"5,064,042,459,574,990","5,122,702,568,734,230"
"78,943,227,825,227,296","2,865,031,442,985,620"
"7,042,793,877,475,880","3,965,647,066,605,850"
"8,305,063,984,234,730","4,461,210,732,047,670"
"826,830,759,203,937","4,405,408,198,445,280"
"","41,330,693,385,738,000"
"7,397,562,417,753,870","24,593,368,407,245,300"
"6,367,298,530,432,270","26,147,660,596,382,000"
"8,410,625,565,120,460","43,522,957,788,197,600"
"7,098,245,544,161,470","4,909,571,475,286,930"
"7,322,502,050,459,660","2,981,649,192,437,010"
"5,198,224,971,294,210","3,807,318,102,819,920"
"","32,365,700,434,139,900"
"","4,754,313,123,779,170"
"6,280,905,112,787,960","30,212,889,092,957,400"
"6,823,930,137,037,010","4,016,144,075,544,780"
"6,629,993,518,356,900","31,552,136,525,031,900"
"10,301,571,270,693,700","38,578,519,748,426,896"
"612,319,393,539,216","5,457,830,951,249,980"
"","4,149,483,264,789,610"
"6,848,033,469,174,720","4,257,037,542,698,210"
"","314,478,972,588,668"
"6,411,525,835,916,650","22,006,782,017,544,600"
"5,122,648,454,950,090","35,045,245,337,918,600"
"3,434,855,759,978,650","53,895,102,460,791,104"
"10,848,130,421,433,200","3,133,838,701,697,060"
"8,725,393,412,154,080","45,655,421,540,494,400"
"10,351,742,528,378,800","5,227,609,397,200,680"
"8,174,028,130,575,550","3,986,780,704,094,190"
"8,034,011,916,654,260","24,521,208,064,730,500"
"8,205,541,814,653,980","36,340,306,684,709,504"
"7,893,818,459,458,370","35,085,037,127,292,900"
"","32,665,624,030,220,200"
"54,881,354,688,390,200","36,529,914,223,306,704"
"8,163,074,030,614,220","4,128,193,137,247,910"
"6,867,000,691,245,710","34,841,205,736,312,400"
"58,217,069,136,202,496","39,081,988,464,086,000"
"74,518,887,792,117,504","3,930,080,761,019,310"
"6,898,315,040,728,930","3,822,307,139,365,950"
"754,434,011,403,763","4,435,514,109,196,100"
"4,103,867,855,230,830","38,088,506,940,726,304"
"5,329,938,815,249,270","5,799,322,350,328,870"
"6,962,993,545,041,660","4,760,381,754,960,560"
"684,605,994,179,889","4,709,374,128,291,760"
"62,798,421,834,965,104","3,278,584,410,433,220"
"6,739,849,727,999,290","43,796,304,394,525,104"
"5,495,035,446,034,110","4,115,428,052,361,770"
"75,837,702,990,430,800","3,642,289,213,931,960"
"5,866,702,734,137,300","5,302,972,731,364,210"
"6,394,980,461,331,700","4,732,002,727,289,710"
"5,821,261,629,656,030","4,371,078,785,200,280"
"55,140,621,851,991,696","446,036,293,825,241"
"6,730,883,601,577,170","4,359,137,363,714,960"
"5,198,067,642,905,190","3,295,033,859,358,620"
"","4,654,177,334,718,870"
"7,362,331,186,706,080","3,933,564,969,736,750"
"7,066,141,840,325,300","4,127,599,072,932,990"
"5,420,347,746,957,920","37,567,201,703,855,296"
"7,015,332,582,746,860","52,512,231,043,193,296"
"","41,386,965,672,928,304"
"6,044,671,753,329,080","4,914,883,755,535,080"
"61,986,503,364,476,704","35,741,720,224,410,300"
"7,678,945,067,219,350","308,954,964,758,435"
"806,206,612,314,847","30,400,314,978,062,700"
"7,255,798,597,493,360","3,968,177,082,539,270"
"","34,301,673,233,947,300"
"6,792,407,468,552,380","25,056,504,406,363,900"
"7,368,165,576,531,880","36,842,633,826,061,000"
"8,837,786,915,479,430","20,870,802,171,798,300"
"7,108,140,711,077,940","4,015,246,444,321,190"
"5,289,618,437,232,330","45,481,003,496,821"
"7,169,251,038,319,980","4,533,174,154,664,910"
"7,695,049,437,156,060","3,198,879,005,391,030"
"8,693,149,900,569,030","4,687,846,798,329,180"
"","30,770,348,929,711,900"
"69,997,645,107,739,800","3,360,130,677,748,900"
"689,792,271,658,945","4,490,105,279,441,120"
"638,231,460,426,029","2,881,370,055,449,980"
"991,709,205,694,149","33,933,253,802,234,200"
"5,609,025,353,745,410","33,548,901,479,615,700"
"6,277,463,093,365,680","312,316,615,927,887"
"","3,796,737,486,057,350"
"7,714,312,671,631,400","4,425,133,970,460,170"
"6,351,286,549,370,790","3,707,053,967,662,740"
"7,958,871,446,046,470","4,007,902,612,509,110"
"6,618,186,566,692,910","379,706,786,115,003"
"6,000,723,335,995,510","4,176,218,742,792,000"
"6,392,927,840,114,370","32,713,388,593,703,100"
"6,977,267,851,638,900","23,670,413,093,414,900"
"6,353,436,843,717,330","3,861,109,202,341,750"
"6,019,939,994,871,640","2,747,027,112,289,290"
"7,330,196,876,767,330","28,847,150,979,192,400"
"9,241,338,766,959,900","3,842,577,603,866,390"
"6,593,174,456,619,290","3,931,653,171,254,090"
"6,948,265,449,383,840","409,561,181,325,633"
"","33,648,908,816,171,700"
"","35,892,516,337,236,000"
"5,938,321,178,779,360","38,895,000,398,614,096"
"824,955,050,895,133","4,284,831,119,370,140"
"6,903,816,977,786,620","38,678,433,026,408,200"
"7,605,674,820,650,830","5,554,074,526,332,090"
"65,892,905,009,635,104","3,181,112,063,345,660"
"7,511,816,641,411,970","2,285,519,928,882,210"
"7,301,444,654,287,730","31,600,748,401,136,000"
"6,788,291,583,178,550","4,255,948,316,623,420"
"","3,714,469,252,576,860"
"","33,569,779,816,134,100"
"6,692,531,669,059,860","29,421,153,671,384,100"
"6,028,101,118,266,440","4,080,786,271,348,120"
"6,715,940,563,939,270","24,047,292,060,079,900"
"7,490,786,675,734,910","4,354,535,490,634,880"
"","432,232,533,697,766"
"6,336,588,682,161,130","4,356,593,856,228,120"
"7,381,757,557,406,790","33,380,217,586,877,400"
"7,256,015,038,533,900","4,534,960,272,538,590"
"70,258,217,707,497,600","4,746,091,948,559,110"
"7,606,880,475,374,770","4,564,460,391,989,150"
"6,983,860,438,979,460","4,159,566,509,149,570"
"6,347,020,017,898,680","4,526,350,938,820,330"
"7,322,828,416,616,520","39,819,688,318,389,696"
"6,777,506,359,435,940","4,263,180,267,696,570"
"8,370,364,964,619,350","2,746,649,833,830,860"
"6,642,755,695,262,760","4,299,209,281,102,340"
"621,758,491,448,443","415,016,690,975,386"
"6,630,122,155,828,680","3,352,764,605,845,470"
"8,051,022,203,026,930","3,767,443,125,675,900"
"841,608,681,704,654","49,300,838,102,540,400"
"","37,437,037,351,816,200"
"7,933,067,691,513,920","45,342,330,430,238,304"
"79,176,085,954,610,208","37,840,853,812,641,200"
"8,942,045,991,487","4,354,287,641,189,530"
"7,033,945,358,536,710","3,931,730,862,730,210"
"","4,108,856,703,319,130"
"758,004,880,807,379","3,959,636,523,743,510"
"8,473,249,064,166,920","4,810,185,430,241,000"
"6,816,416,925,295,720","42,747,382,136,106,000"
"6,460,033,522,100,620","3,535,597,778,692,280"
"6,227,826,794,815,900","4,007,347,485,187,130"
"","4,400,203,468,805,100"
"","3,612,918,763,485,360"
"5,632,731,646,664,600","5,114,607,051,016,190"
"619,124,144,257,447","33,150,705,928,492,900"
"7,701,032,797,005,610","3,395,482,609,242,570"
"","3,498,716,818,980,460"
"883,264,111,562,239","34,521,497,364,245,300"
"5,646,083,311,861,940","39,385,056,274,364,896"
"733,210,396,318,143","39,010,968,662,093,696"
"7,896,743,922,258,230","4,889,458,166,019,270"
"5,675,294,715,190,140","5,021,464,632,411,660"
"6,010,617,576,533,580","4,867,287,404,331,260"
"7,986,018,499,069,500","31,530,047,275,571,500"
"","430,405,163,167,599"
"7,159,613,911,959,980","4,943,842,600,666,050"
"7,565,198,073,160,240","5,185,000,023,597,010"
"6,865,568,515,027,830","4,916,218,246,161,070"
"5,736,675,708,942,600","27,417,913,083,454,200"
"6,129,069,622,155,110","38,376,390,895,045,296"
"5,991,371,081,542,700","4,539,371,149,738,400"
"9,723,377,230,792,790","40,720,633,529,651,800"
"7,736,312,841,132,020","37,009,166,763,765,400"
"671,579,947,892,659","4,999,752,022,622,450"
"7,966,762,553,436,020","4,816,347,767,394,930"
"8,242,558,635,342,090","35,294,272,368,553,400"
"6,539,546,127,935,380","4,076,403,287,338,450"
"6,785,384,060,224,320","4,677,920,641,099,910"
"7,007,974,587,155,310","4,628,974,863,583,530"
"7,740,383,939,415,840","30,133,608,396,173,100"
"79,180,870,791,782,400","4,640,043,009,571,160"
"5,772,769,697,849,310","4,154,685,423,680,430"
"7,571,684,493,181,060","39,202,876,880,129,296"
"8,733,525,329,569,860","31,492,018,002,221,200"
"6,917,858,355,091,130","5,544,167,317,192,910"
"8,512,780,908,859,230","4,026,622,093,912,990"
"65,391,152,614,962,896","421,167,195,883,605"
"","553,747,584,049,303"
"8,227,083,130,096,280","3,619,181,847,561,850"
"7,274,198,050,602,530","31,527,627,940,382,800"
"7,118,980,168,364,620","5,349,210,585,555,070"
"","35,746,051,622,017,600"
"5,941,942,536,401,310","4,302,179,284,726,430"
"7,278,910,903,182,800","4,201,577,246,628,750"
"744,518,902,590,451","2,745,803,764,968,090"
"6,442,496,436,487,840","28,910,188,785,912,500"
"","49,898,761,676,104,096"
"6,919,726,155,212,070","4,120,827,880,347,170"
"6,472,371,049,680,760","4,134,575,196,718,200"
"8,251,217,779,681,040","3,495,062,986,026,910"
"","4,600,663,396,060,010"
"6,707,108,205,835,420","26,402,464,129,852,500"
"7,240,194,470,415,260","33,628,217,632,499,200"
"6,528,490,775,347,880","4,585,971,676,210,260"
"70,318,391,737,084,096","27,255,649,490,768,800"
"74,943,911,014,551,392","35,796,518,380,797,400"
"6,957,433,637,931,850","48,920,504,401,910,200"
"","332,738,442,877,916"
"69,623,245,949,195,296","4,526,768,327,029,910"
"6,509,621,638,211,160","3,802,819,638,132,030"
"8,069,297,892,811,400","3,021,381,555,454,750"
"7,213,375,388,220,330","34,534,388,764,574,300"
"6,790,838,199,257,250","34,382,798,388,279,700"
"6,975,209,177,557,350","5,256,483,549,715,020"
"7,422,225,264,350,390","4,486,512,692,528,830"
"6,505,065,806,504,930","2,890,998,522,404,090"
"6,617,862,257,193,740","46,013,511,981,931,296"
"6,769,769,338,622,250","3,846,611,900,914,840"
"6,341,751,223,983,170","401,901,054,979,541"
"7,058,866,081,279,620","393,733,418,398,454"
"753,928,739,507,425","5,427,372,664,623,760"
"","4,645,691,670,402,500"
"7,490,807,653,925,480","37,163,675,547,671,504"
"6,037,428,193,759,530","35,942,173,638,562,300"
"","3,392,134,168,351,500"
"6,706,695,161,498,070","4,371,882,444,533,670"
"","4,709,676,028,114,960"
"","4,116,263,245,209,820"
"67,588,516,972,065,904","36,399,718,759,658,704"
"7,486,780,879,606,530","27,484,287,971,608,500"
"6,904,121,373,223,550","4,141,819,203,370,410"
"","28,465,011,985,982,600"
"73,489,371,420,594,304","4,725,746,456,238,610"
"7,846,057,926,337,260","24,879,686,470,023,500"
"","31,137,643,063,071,000"
"61,798,098,000,471,800","3,704,324,220,484,780"
"6,755,669,308,054,410","39,595,176,374,849,504"
"","4,312,289,707,883,560"
"7,266,598,792,423,610","4,952,733,208,187,270"
"8,218,171,065,854,820","424,644,617,230,064"
"6,980,061,938,695,870","3,969,463,254,406,420"
"6,381,978,996,412,810","3,299,047,219,076,850"
"6,648,005,459,996,720","3,829,783,554,180,680"
"5,899,936,566,709,940","38,589,788,145,579,104"
"7,260,904,363,269,180","4,383,823,385,030,870"
"5,575,920,648,115,460","429,444,755,906,491"
"54,674,012,550,751,696","37,178,227,183,596,704"
"609,001,605,715,742","29,435,217,121,887,800"
"8,205,447,052,623,700","37,399,216,697,331,600"
"7,670,505,864,185,260","39,338,264,604,613,104"
"6,791,097,166,019,480","30,840,397,616,728,600"
"6,006,769,481,080,510","4,034,754,809,022,690"
"","4,905,229,738,605,760"
"63,363,427,618,897,504","3,788,803,320,404,230"
"7,473,235,376,592,180","3,877,714,249,855,090"
"","42,463,880,241,428,200"
"7,380,104,834,625,330","50,304,522,019,670,096"
"10,067,632,997,838,000","37,767,889,972,620,600"
"5,915,944,299,587,390","2,585,849,315,185,790"
"","26,432,124,116,405,200"
"6,124,847,329,190,020","4,211,967,654,412,950"
"","3,302,419,289,577,290"
"7,876,495,131,350,930","39,139,047,169,070,200"
"6,021,051,322,822,070","4,661,057,552,180,370"
"","38,184,039,430,961,296"
"","3,434,798,594,981,860"
"65,854,502,296,739,000","42,756,402,479,314,496"
"6,342,671,183,447,910","4,582,591,795,430,540"
"66,329,902,541,703,600","4,360,851,169,963,940"
"5,400,700,137,691,390","3,555,737,566,011,360"
"7,460,147,818,172,520","24,136,288,515,589,500"
"6,709,822,000,741,920","16,876,245,048,272,900"
"8,054,893,321,996,660","35,243,804,297,933,800"
"5,365,192,408,000,010","31,807,984,567,770,400"
"6,920,388,988,495,380","32,776,013,640,231,300"
"7,025,456,547,708,930","29,270,514,417,687,500"
"7,974,248,428,106,490","31,959,442,509,174,900"
"8,031,055,220,266,790","3,338,880,125,546,950"
"7,614,056,816,681,070","34,379,463,950,132,000"
"7,643,578,361,999,960","37,621,628,595,286,200"
"7,731,315,009,102,490","5,164,284,274,583,000"
"6,268,402,755,741,020","3,389,705,289,941,090"
"7,369,911,642,352,920","3,821,721,167,441,020"
"","4,142,386,058,756,010"
"632,037,528,471,829","27,286,173,523,352,600"
"729,008,857,213,943","4,700,618,335,949,310"
"635,651,106,246,199","341,552,552,539,749"
"7,974,065,001,358,430","40,690,866,977,984,000"
"4,943,508,443,526,880","5,070,841,577,374,860"
"770,036,230,513,608","3,786,486,994,275,800"
"6,054,607,180,419,150","4,889,163,359,744,530"
"4,221,420,679,849,150","4,278,712,401,471,590"
"8,545,890,346,487,680","5,036,882,986,625,270"
"7,752,176,212,505,220","4,725,507,109,575,070"
"5,588,129,750,721,390","31,656,184,818,533,200"
"8,649,868,625,073,690","30,816,812,395,256,100"
"7,899,256,515,294,080","4,448,170,569,609,330"
"5,952,267,969,284,850","4,769,768,271,388,480"
"80,401,875,566,739","3,221,138,969,011,630"
"43,132,191,507,406,896","39,235,902,023,946,704"
"6,707,016,927,616,640","31,656,323,908,377,300"
"5,853,560,600,803,120","37,568,738,951,374,400"
"8,817,402,774,388,950","38,640,984,193,819,504"
"","28,125,036,354,500,900"
"","34,815,173,946,449,600"
"7,476,408,459,668,980","3,478,193,780,402,120"
"7,691,486,298,425,760","4,042,497,483,266,320"
"7,367,371,852,627,860","38,172,151,052,716,800"
"892,790,592,593,881","5,474,354,698,144,380"
"5,621,227,320,090,060","34,407,533,246,763,000"
"6,450,644,925,327,290","5,241,539,195,582,690"
"7,566,517,124,512,960","32,751,420,374,154,500"
"61,156,375,458,102","3,723,625,473,260,450"
"75,952,287,240,491,200","34,976,041,136,035,400"
"","32,562,746,896,315,300"
"713,122,185,859,695","4,713,192,604,671,870"
"7,399,724,707,648,920","3,795,124,079,678,790"
"7,002,479,940,695,220","3,352,436,318,240,980"
"534,534,537,107,888","23,628,860,224,049,000"
"618,595,116,263,375","52,057,243,002,993,696"
"6,070,090,952,233,810","4,699,457,410,935,830"
"7,095,569,331,079,970","4,861,276,291,728,900"
"","3,092,816,759,322,280"
"39,285,564,923,233,504","5,060,835,979,341,720"
"6,352,973,105,397,810","4,155,494,640,010,190"
"5,999,125,177,726,390","5,046,973,115,947,740"
"889,958,837,829,117","39,286,137,101,792,600"
"73,753,376,198,926,304","5,127,394,948,805,860"
"897,932,285,265,221","4,264,944,045,592,400"
"8,532,377,473,918,300","23,800,880,493,685,300"
